model_name,condition,column,manual,recomputed,abs_diff
RANDOM_RESIDUES_PLACEBO_REPO,same_average_recent_front_loaded,n_assets,1.0,10.0,9.0
RANDOM_RESIDUES_PLACEBO_REPO,stable_low_dispersion,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,all_observations,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,cluster_entry_loose,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,cluster_entry_strict,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,cluster_exit_loose,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,cluster_exit_strict,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,entry_with_recent_spike,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,entry_without_recent_spike,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,high_within_block_dispersion,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,inflection_points,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,older_spike_position,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,recent_ramp_high_dispersion,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,recent_spike_position,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,same_average_back_loaded,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,same_average_different_path,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,same_average_recent_front_loaded,n_assets,1.0,10.0,9.0
RAW_CP_REPO_PLUS_PM,stable_low_dispersion,n_assets,1.0,10.0,9.0
RAW_PM,all_observations,n_assets,1.0,10.0,9.0
RAW_PM,cluster_entry_loose,n_assets,1.0,10.0,9.0
RAW_PM,cluster_entry_strict,n_assets,1.0,10.0,9.0
RAW_PM,cluster_exit_loose,n_assets,1.0,10.0,9.0
RAW_PM,cluster_exit_strict,n_assets,1.0,10.0,9.0
RAW_PM,entry_with_recent_spike,n_assets,1.0,10.0,9.0
RAW_PM,entry_without_recent_spike,n_assets,1.0,10.0,9.0
RAW_PM,high_within_block_dispersion,n_assets,1.0,10.0,9.0
RAW_PM,inflection_points,n_assets,1.0,10.0,9.0
RAW_PM,older_spike_position,n_assets,1.0,10.0,9.0
RAW_PM,recent_ramp_high_dispersion,n_assets,1.0,10.0,9.0
RAW_PM,recent_spike_position,n_assets,1.0,10.0,9.0
RAW_PM,same_average_back_loaded,n_assets,1.0,10.0,9.0
RAW_PM,same_average_different_path,n_assets,1.0,10.0,9.0
RAW_PM,same_average_recent_front_loaded,n_assets,1.0,10.0,9.0
RAW_PM,stable_low_dispersion,n_assets,1.0,10.0,9.0
RIDGE_AR22,all_observations,n_assets,1.0,10.0,9.0
RIDGE_AR22,cluster_entry_loose,n_assets,1.0,10.0,9.0
RIDGE_AR22,cluster_entry_strict,n_assets,1.0,10.0,9.0
RIDGE_AR22,cluster_exit_loose,n_assets,1.0,10.0,9.0
RIDGE_AR22,cluster_exit_strict,n_assets,1.0,10.0,9.0
RIDGE_AR22,entry_with_recent_spike,n_assets,1.0,10.0,9.0
RIDGE_AR22,entry_without_recent_spike,n_assets,1.0,10.0,9.0
RIDGE_AR22,high_within_block_dispersion,n_assets,1.0,10.0,9.0
RIDGE_AR22,inflection_points,n_assets,1.0,10.0,9.0
RIDGE_AR22,older_spike_position,n_assets,1.0,10.0,9.0
RIDGE_AR22,recent_ramp_high_dispersion,n_assets,1.0,10.0,9.0
RIDGE_AR22,recent_spike_position,n_assets,1.0,10.0,9.0
RIDGE_AR22,same_average_back_loaded,n_assets,1.0,10.0,9.0
RIDGE_AR22,same_average_different_path,n_assets,1.0,10.0,9.0
RIDGE_AR22,same_average_recent_front_loaded,n_assets,1.0,10.0,9.0
RIDGE_AR22,stable_low_dispersion,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,all_observations,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,cluster_entry_loose,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,cluster_entry_strict,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,cluster_exit_loose,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,cluster_exit_strict,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,entry_with_recent_spike,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,entry_without_recent_spike,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,high_within_block_dispersion,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,inflection_points,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,older_spike_position,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,recent_ramp_high_dispersion,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,recent_spike_position,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,same_average_back_loaded,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,same_average_different_path,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,same_average_recent_front_loaded,n_assets,1.0,10.0,9.0
SHUFFLED_LAG_PM_PLACEBO_REPO,stable_low_dispersion,n_assets,1.0,10.0,9.0
