asset,model_name,strategy,coverage,n_active,mean_advantage_active_rows,mean_advantage_overall,win_rate_overall,false_positive_loss_mean_active_negative_advantage_abs,false_negative_cost_mean_inactive_positive_advantage
FXI,CP_REPO_GATED_RIDGE_OPS_C,top_30pct_gate,0.29999728386343266,11045,-0.15094536808873682,-0.04528320043838709,0.1243718934188011,10.530571072486444,7.107642817104777
FXI,CP_REPO_GATED_RIDGE_OPS_C,condition_entry_with_recent_spike,0.12179156367982182,4484,0.13105538313477944,0.015961440040642937,0.05236711301844257,11.410286074085183,7.575359943892459
FXI,CP_REPO_GATED_RIDGE_OPS_C,condition_cluster_entry_loose,0.19988048999103675,7359,-0.6332710297574206,-0.1265785237250416,0.08281500393839802,12.763257148215127,7.096957257794785
FXI,CP_REPO_OPS_HG,top_5pct_gate,0.05000407420485102,1841,3.9138685859223274,0.19570937519849538,0.02316864491946655,21.956264379220983,9.865499089116447
FXI,CP_REPO_OPS_HG,top_10pct_gate,0.10000814840970204,3682,1.4310203187327708,0.14311369241312605,0.04370263736860689,18.20748693718044,9.638239107671918
FXI,CP_REPO_OPS_HG,top_20pct_gate,0.20001629681940408,7364,0.3262864853924631,0.06526261451041904,0.08441752451313252,15.409138092519731,9.342434597437183
FXI,CP_REPO_OPS_HG,top_30pct_gate,0.29999728386343266,11045,-0.18350214382332491,-0.05505014473011446,0.12203601597088301,14.002755753410218,9.152442759297283
FXI,CP_REPO_OPS_HG,condition_entry_with_recent_spike,0.12179156367982182,4484,0.3482853737696689,0.04241822027821918,0.05198685389901404,16.965161218330163,9.664503369943038
FXI,CP_REPO_OPS_HG,condition_cluster_entry_loose,0.19988048999103675,7359,-0.4945661079523714,-0.09885411599047998,0.08262487437868377,17.405270532877086,8.97992729029807
GLD,RAW_PM,top_5pct_gate,0.050001360951577346,1837,0.5953786997759332,0.029769745270377238,0.01788290372628542,16.146056012593768,11.590671065788337
GLD,RAW_PM,top_10pct_gate,0.10000272190315469,3674,-0.1665896133767143,-0.016659414778465612,0.03938593864830289,16.053345590302857,11.47296766301469
GLD,RAW_PM,top_20pct_gate,0.20000544380630939,7348,-0.791694899073721,-0.15834328964843086,0.08231035139769727,15.165968219494392,11.393485651357162
GLD,RAW_PM,top_30pct_gate,0.30000816570946404,11022,-0.5171377528955619,-0.15514554866531158,0.1277661340809494,14.004187593404039,11.494461025013331
GLD,RAW_PM,condition_entry_with_recent_spike,0.11625248373662865,4271,0.04036466967185923,0.0046924931045622086,0.051416750592013935,19.946285788217384,10.83482224426164
GLD,RAW_PM,condition_cluster_entry_loose,0.19989656768012193,7344,-0.23789138349185576,-0.04755367104069757,0.08603935871961675,17.25553366073681,10.656328792078826
GLD,RAW_CP_REPO_PLUS_PM,top_5pct_gate,0.050001360951577346,1837,0.6020775186880664,0.030104695332752066,0.019134979177440867,3.6666466146979495,3.2291433241352636
GLD,RAW_CP_REPO_PLUS_PM,top_10pct_gate,0.10000272190315469,3674,0.41391421708096143,0.04139254834250939,0.042026184708348076,3.0196295374975026,3.2677548888623686
GLD,RAW_CP_REPO_PLUS_PM,top_20pct_gate,0.20000544380630939,7348,0.148962963939359,0.029793403713394753,0.08535888293094532,2.7788179218700573,3.3840430405402633
GLD,RAW_CP_REPO_PLUS_PM,top_30pct_gate,0.30000816570946404,11022,0.07763147966361186,0.023290077815191757,0.1268134679768094,2.7295743234799823,3.4857534832714117
GLD,RAW_CP_REPO_PLUS_PM,condition_entry_with_recent_spike,0.11625248373662865,4271,0.20578690819265905,0.02392323919787819,0.051226217371185934,3.010767259265285,3.2898414786001235
GLD,RAW_CP_REPO_PLUS_PM,condition_cluster_entry_loose,0.19989656768012193,7344,0.06375609459839172,0.012744624478907667,0.08554941615177332,3.0238541256710105,3.338288598941072
GLD,CP_REPO_OPS_C,top_5pct_gate,0.050001360951577346,1837,-0.025143047921942857,-0.0012571866145678723,0.01799177985247285,4.935731336924759,5.032825532503139
GLD,CP_REPO_OPS_C,top_10pct_gate,0.10000272190315469,3674,0.01325227337580078,0.0013252634089847878,0.03911374833283432,4.04215004387538,5.122111555278092
GLD,CP_REPO_OPS_C,top_20pct_gate,0.20000544380630939,7348,-0.07198611980755185,-0.014397615840003559,0.08187484689294755,3.878048741528543,5.329804947688224
GLD,CP_REPO_OPS_C,top_30pct_gate,0.30000816570946404,11022,-0.038913522988411144,-0.011674374653046287,0.12400990772748306,3.8561400273834576,5.513328490267929
GLD,CP_REPO_OPS_C,condition_entry_with_recent_spike,0.11625248373662865,4271,-0.002807931745985345,-0.00032642903963372543,0.04907591387898418,4.240964403623805,5.101062921551553
GLD,CP_REPO_OPS_C,condition_cluster_entry_loose,0.19989656768012193,7344,-0.07146223731105161,-0.014285055957221562,0.08209259914532241,4.477961430798704,5.11193362671348
GLD,CP_REPO_GATED_RIDGE_OPS_C,top_5pct_gate,0.050001360951577346,1837,0.24398692426628615,0.012199678267703736,0.018291189199488283,5.9196943472334205,4.612042241461809
GLD,CP_REPO_GATED_RIDGE_OPS_C,top_10pct_gate,0.10000272190315469,3674,0.041551083607520134,0.0041552214587775626,0.03919540542747489,6.748940423029165,4.454587839692853
GLD,CP_REPO_GATED_RIDGE_OPS_C,top_20pct_gate,0.20000544380630939,7348,-0.09481418613277182,-0.018963353376619047,0.08231035139769727,7.294363212290298,4.024906078663874
GLD,CP_REPO_GATED_RIDGE_OPS_C,top_30pct_gate,0.30000816570946404,11022,-0.09529177212436561,-0.028588309762235167,0.1243093170744985,6.964949066460398,3.6280184038265095
GLD,CP_REPO_GATED_RIDGE_OPS_C,condition_entry_with_recent_spike,0.11625248373662865,4271,-0.014609578869652265,-0.0016983998299432452,0.04975638966765562,6.114498464525734,4.4773981542534935
GLD,CP_REPO_GATED_RIDGE_OPS_C,condition_cluster_entry_loose,0.19989656768012193,7344,-0.010899509423053285,-0.0021787745230654977,0.08424290263752415,6.630662328048581,4.116794812952522
GLD,CP_REPO_OPS_HG,top_5pct_gate,0.050001360951577346,1837,1.021796274572522,0.0510912043438777,0.018917226925066005,10.688648373807226,6.902696431050214
GLD,CP_REPO_OPS_HG,top_10pct_gate,0.10000272190315469,3674,0.4919899901785564,0.04920033816696198,0.03960369090067775,10.905152326314301,6.625425284368577
GLD,CP_REPO_OPS_HG,top_20pct_gate,0.20000544380630939,7348,0.2630111903902369,0.05260366986002506,0.08288195106018127,10.819921988174366,5.9815609251845645
