model_name,condition,n_obs_total,n_assets,corr_cp_residual_delta_equal_weight,mean_delta_pooled,std_delta_equal_weight,mean_2e_delta_pooled,mean_delta_squared_pooled,ratio_2Eedelta_over_Edelta2_pooled,actual_smape_advantage_pooled,win_rate_vs_cp_pooled,assets_positive_smape_advantage
CP_REPO_RECENT_SLOPE,high_within_block_dispersion,68970,10,0.0994913837949243,-1.4906485734849883e-06,9.732858162707574e-05,2.4519956132103927e-08,1.1257266382051522e-08,2.178144791101178,-0.1490105644283049,0.36733362331448455,1
CP_REPO_RECENT_SLOPE,recent_spike_position,125358,10,0.08020317060889906,-1.2837764058374264e-05,6.560928052805577e-05,1.4428768647980718e-08,5.046867436826932e-09,2.8589553477656584,0.1299430609179207,0.41230715231576764,7
CP_REPO_RECENT_SLOPE,older_spike_position,108871,10,0.02830010570742078,-1.012702405896227e-06,4.7821340632975055e-05,4.921835023395876e-09,2.789749996854488e-09,1.7642566641976403,-0.35975697375110344,0.4100541007247109,3
CP_REPO_RECENT_SLOPE,same_average_different_path,7396,10,-0.07327294668293771,7.853192693419461e-06,5.0694197899480636e-05,-7.077264751036451e-09,2.730116281347082e-09,-2.592294254786986,-0.30118435103402763,0.34329367225527313,2
CP_REPO_RECENT_SLOPE,recent_ramp_high_dispersion,24273,10,0.15333991418134116,-2.3926908518329975e-05,0.00012631325335051114,7.154867410999877e-08,2.0758825029134573e-08,3.4466629980059906,0.9642822547440564,0.43987146211840317,7
CP_REPO_RECENT_SLOPE,entry_with_recent_spike,43747,10,0.11896314869893847,-2.18860335743051e-05,8.359559783401178e-05,3.2110472061321545e-08,9.519582402677669e-09,3.3730967077179255,0.3910175317569656,0.47246668342972087,8
CP_REPO_RECENT_SLOPE,entry_without_recent_spike,29710,10,0.04411305777511278,4.011012944535917e-06,9.751719647221619e-05,1.7957332310531066e-08,1.111338871915334e-08,1.6158286877505283,0.048934306006177326,0.4418714237630427,6
CP_REPO_RECENT_SLOPE,same_average_recent_front_loaded,14331,10,0.010736107475979483,-7.16365826829056e-06,5.011279205460824e-05,6.499642267216572e-10,3.2900143001466327e-09,0.19755665703115302,0.04939385948039013,0.44735189449445256,4
CP_REPO_RECENT_SLOPE,same_average_back_loaded,15559,10,-0.01198135503683138,8.92523574334916e-06,4.027057981513325e-05,-9.796485361336837e-10,2.134375563112604e-09,-0.45898601589358623,-0.596176388821295,0.31962208368147055,1
CP_REPO_RECENT_SLOPE,stable_low_dispersion,68968,10,0.03844757322605952,2.2996729792091965e-06,5.095603790632937e-05,7.125928314545301e-09,3.313706745255101e-09,2.150440235771896,-0.304955349148822,0.47046456327572206,5
CP_REPO_HAAR_SHAPE,all_rows,367468,10,0.07046515137763236,4.503095149584632e-07,0.00011216272720625195,3.1466180967958365e-08,1.5563924125375274e-08,2.0217382656508973,-0.26445887426724346,0.4102969510270282,0
CP_REPO_HAAR_SHAPE,all_observations,367248,10,0.07065489019799198,4.4903994960596867e-07,0.00011196908453626155,3.1510701277757334e-08,1.5510025792414833e-08,2.0316343569955646,-0.25412259086970046,0.4104310983313728,0
CP_REPO_HAAR_SHAPE,cluster_entry_loose,73457,10,0.12562794735154265,1.4120660691659266e-06,0.0001411645795352761,7.252430006065272e-08,2.465548312969088e-08,2.9415079671797937,0.2165227597452278,0.44515839198442625,8
CP_REPO_HAAR_SHAPE,cluster_entry_strict,73266,10,0.12560665850959996,1.4520014917576376e-06,0.00014124822184766644,7.265238737271014e-08,2.4685738684477027e-08,2.9430914870048293,0.21056764826421684,0.445308874512052,8
CP_REPO_HAAR_SHAPE,cluster_exit_loose,73455,10,0.04660927772966307,-7.943807859482323e-06,0.00012523026187013473,2.5773026855264132e-08,1.9194608606473375e-08,1.342722187446541,-0.8487453881729543,0.41031924307399087,0
CP_REPO_HAAR_SHAPE,cluster_exit_strict,73334,10,0.04666031294572481,-7.957879176492079e-06,0.00012528192483245179,2.5815123335000653e-08,1.92166889346042e-08,1.3433699958849004,-0.8502018138231506,0.41057354024054327,0
CP_REPO_HAAR_SHAPE,inflection_points,144886,10,0.07593090495546165,3.7406573164896814e-06,0.0001234025219188065,4.078910873929277e-08,1.92262670971857e-08,2.121530327915989,-0.28756943545476077,0.43566666206534793,0
CP_REPO_HAAR_SHAPE,high_within_block_dispersion,68970,10,0.0988689274469191,-3.775381733212474e-05,0.00012662386429939553,5.130590727324897e-08,2.1698144816810646e-08,2.3645296732234775,-0.3281382497373116,0.39388139770914893,3
CP_REPO_HAAR_SHAPE,recent_spike_position,125358,10,0.10780482194553005,-4.38245169606819e-06,0.00011623647442085569,4.36630188988106e-08,1.553662500673844e-08,2.8103284258887222,0.11124438215924282,0.3957944447103496,8
CP_REPO_HAAR_SHAPE,older_spike_position,108871,10,0.049957392786501596,-5.194044815239976e-06,0.00011037225341464609,2.3247319649548978e-08,1.5465840051627263e-08,1.5031397953131536,-0.5495220623988499,0.4163826914421655,0
CP_REPO_HAAR_SHAPE,same_average_different_path,7396,10,0.032339635914938894,-1.1647260688156848e-05,7.683449287875703e-05,1.1961781054137839e-08,6.931660161561584e-09,1.7256733272167595,0.4384771722855503,0.38358572201189833,9
CP_REPO_HAAR_SHAPE,recent_ramp_high_dispersion,24273,10,0.18903959397134035,-3.597634402285442e-05,0.00015146481909467598,1.198944361716252e-07,3.005423703078397e-08,3.989269002198248,0.9490481805438783,0.4313434680509208,8
CP_REPO_HAAR_SHAPE,entry_with_recent_spike,43747,10,0.15422176869695292,-1.0965019638826688e-05,0.00014481636499115983,9.185219582567555e-08,2.6508887451722862e-08,3.4649585348669887,0.5302787607622678,0.4589114682149633,9
CP_REPO_HAAR_SHAPE,entry_without_recent_spike,29710,10,0.0715150781453949,1.963691859247636e-05,0.00013143972691886198,4.406460783472024e-08,2.192640608910073e-08,2.0096593876651796,-0.24547265514849279,0.4249074385728711,3
