asset,model_name,condition,loss_variant,loss_metric,n_obs,cp_loss,model_loss,advantage_cp_minus_model
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,MSE,11065,3.4769344376656946e-06,3.4149496907556687e-06,6.198474691002587e-08
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,RMSE,11065,0.0018646539726355918,0.0018479582491917042,1.6695723443887643e-05
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,QLIKE,11065,235333.96959098673,1713995.622431701,-1478661.6528407144
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,log_RV_MAE,11065,2.4471937402079846,2.4552648745635524,-0.008071134355567722
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,log_RV_MSE,11065,33.158744230551804,33.36706414020973,-0.20831990965792357
AAPL,CP_REPO_OPS_HG,recent_spike_position,standard,winsorized_SMAPE_1_99,11065,88.43340649832045,88.06137078979089,0.372035708529566
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,SMAPE,10109,78.02857787085448,77.62521153250562,0.40336633834886015
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,MAE,10109,0.000909941932402334,0.0008996060024523102,1.0335929950023768e-05
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,MSE,10109,3.719378372331034e-06,3.6632032356227436e-06,5.617513670829022e-08
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,RMSE,10109,0.0019285689959996333,0.0019139496429171651,1.4619353082468214e-05
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,QLIKE,10109,257587.6739534851,1876085.1787758495,-1618497.5048223645
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,log_RV_MAE,10109,0.9445818974432647,0.9621884214460298,-0.017606524002765078
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,log_RV_MSE,10109,1.6001708746409493,2.141521991618812,-0.5413511169778626
AAPL,CP_REPO_OPS_HG,recent_spike_position,excluding_near_zero_actual_bottom_asset_decile,winsorized_SMAPE_1_99,10109,77.99042122723638,77.56935036687024,0.42107086036614305
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,SMAPE,2574,76.02914284244792,76.40408635045583,-0.37494350800790244
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,MAE,2574,0.0019840450116690805,0.001979698068807135,4.346942861945327e-06
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,MSE,2574,1.2875849493395335e-05,1.2747258838742186e-05,1.285906546531489e-07
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,RMSE,2574,0.0035882933956681044,0.0035703303542868672,1.796304138123716e-05
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,QLIKE,2574,0.9450066744171354,3965674.5015855823,-3965673.5565789076
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,log_RV_MAE,2574,0.8563469008506637,0.8793474164006932,-0.023000515550029577
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,log_RV_MSE,2574,1.0195527713654462,1.4271166256472776,-0.4075638542818314
AAPL,CP_REPO_OPS_HG,recent_spike_position,high_vol_actual_top_asset_quintile,winsorized_SMAPE_1_99,2574,75.97758401752536,76.32605605432963,-0.3484720368042673
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,SMAPE,7344,85.8252708044714,85.84169125579959,-0.01642045132818737
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,MAE,7344,0.0008605791539323112,0.0008584245185349401,2.154635397371091e-06
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,MSE,7344,5.543576526513115e-06,5.517416792074561e-06,2.6159734438554384e-08
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,RMSE,7344,0.0023544800968606882,0.0023489182174087206,5.561879451967695e-06
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,QLIKE,7344,503936.79801850364,1762138.969960861,-1258202.1719423572
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,log_RV_MAE,7344,2.555305289994033,2.572452928595194,-0.017147638601160864
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,log_RV_MSE,7344,36.291955426556484,36.6080258338211,-0.3160704072646183
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,standard,winsorized_SMAPE_1_99,7344,85.83065896509173,85.84830289771907,-0.017643932627336767
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,SMAPE,6659,74.20830000395549,74.23071445856246,-0.022414454606973777
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,MAE,6659,0.0008688040960289433,0.0008687035149372036,1.0058109173967031e-07
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,MSE,6659,6.041334626808324e-06,6.014387677802725e-06,2.6946949005598527e-08
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,RMSE,6659,0.0024579126564644896,0.002452424856708708,5.487799755781765e-06
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,QLIKE,6659,555774.1085617631,1943405.4047761147,-1387631.2962143517
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,log_RV_MAE,6659,0.9051889393202611,0.9318838777299098,-0.02669493840964865
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,log_RV_MSE,6659,1.7365795292048887,2.3321144148773274,-0.5955348856724387
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,excluding_near_zero_actual_bottom_asset_decile,winsorized_SMAPE_1_99,6659,74.1579392656249,74.16436765971726,-0.006428394092353074
AAPL,CP_REPO_OPS_HG,cluster_exit_loose,high_vol_actual_top_asset_quintile,SMAPE,1715,69.37929107970665,68.52664829431669,0.8526427853899605
