model_name,family,tau,kappa,gamma,intercept,alpha,clip,tail_rule,selection_score,pooled_min_normalized_gain,worst_fold_metric_normalized_gain,positive_fold_metric_count,fold_metric_count,pooled_smape_gain,pooled_mae_gain,pooled_mse_gain,pooled_smape_normalized_gain,pooled_mae_normalized_gain,pooled_mse_normalized_gain
PM_CAST_D,pm,0.5,0.07,-1.0,0.0,0.5,0.1,none,0.0025757225327085213,0.0030952430211253416,-0.00615461348630452,11,12,0.30776247494613074,1.5924396353495765e-05,9.546723701630901e-09,0.0030952430211253416,0.02825893434898784,0.008794692818579848
PM_CAST_D,pm,1.0,0.07,-1.0,0.0,0.75,0.1,none,0.00257277318731442,0.0031637499152970547,-0.0067279318939648305,10,12,0.3145741699107134,1.608552262565672e-05,9.799750823354182e-09,0.0031637499152970547,0.028544863978332568,0.009027788054167898
PM_CAST_D,pm,0.5,0.12,-1.0,-0.02,0.5,0.1,none,0.0025687241315121415,0.0030597077619993894,-0.006005312461849557,11,12,0.30422917587338816,1.5997245478296886e-05,9.859359790532e-09,0.0030597077619993894,0.0283882101211702,0.00908270140161003
PM_CAST_D,pm,1.0,0.07,-1.0,0.0,0.5,0.1,none,0.002565834121299889,0.003068307332059862,-0.005911297406719746,11,12,0.30508423796293016,1.549391266457889e-05,9.143087408582398e-09,0.003068307332059862,0.027495011495438572,0.008422852455462874
PM_CAST_D,pm,1.0,0.07,-1.0,-0.02,0.75,0.1,none,0.0025629808492708935,0.0032346752179885714,-0.007705174238751524,10,12,0.32162632915755296,1.6653766005582035e-05,9.687168527130758e-09,0.0032346752179885714,0.029553250859134576,0.008924074283555029
PM_CAST_D,pm,1.0,0.07,-1.0,-0.02,0.5,0.1,none,0.0025595484624911,0.00316767107031693,-0.007329487778310596,10,12,0.31496405347246537,1.6380849076429367e-05,9.36799645716763e-09,0.00316767107031693,0.02906894103586397,0.008630044582966076
PM_CAST_D,pm,1.0,0.12,-1.0,0.02,0.5,0.1,none,0.00255723196211466,0.002886812426829344,-0.0025690932588418956,11,12,0.2870380552100329,1.3638747254342341e-05,9.074567447757932e-09,0.002886812426829344,0.024202893140014742,0.008359730066439574
PM_CAST_D,pm,1.0,0.07,-1.0,0.02,0.75,0.1,none,0.002555257582863984,0.0030606537259500275,-0.0056226075698251905,11,12,0.30432323382123627,1.5379185606484544e-05,9.594389576730501e-09,0.0030606537259500275,0.02729142045620719,0.008838603875664087
PM_CAST_D,pm,0.5,0.12,-1.0,0.02,0.5,0.1,none,0.0025519344438588365,0.0028607460646659084,-0.0029934451290446213,11,12,0.2844462560919965,1.414118686676952e-05,1.0078067490541844e-08,0.0028607460646659084,0.02509450671874821,0.009284180683797291
PM_CAST_D,pm,0.5,0.12,-1.0,-0.02,0.75,0.1,none,0.0025497395339859866,0.003043402582724521,-0.005621928931364207,11,12,0.3026079389321126,1.6132644900733158e-05,9.91410640779748e-09,0.003043402582724521,0.028628485689837363,0.009133135424501466
PM_CAST_D,pm,0.5,0.07,-1.0,0.05,0.75,0.1,none,0.0025482819590677327,0.0029327628318294684,-0.004355782293775162,11,12,0.2916069405192303,1.4690460235084997e-05,9.578489698439104e-09,0.0029327628318294684,0.02606923001188372,0.008823956489838754
PM_CAST_D,pm,0.5,0.12,-1.0,0.05,0.75,0.1,none,0.002541873052246535,0.0028517582690793025,-0.0016409910383700834,11,12,0.2835525924296718,1.3716105937667698e-05,1.0249029902010257e-08,0.0028517582690793025,0.024340171433325716,0.009441675751150238
PM_CAST_D,pm,1.0,0.12,-1.0,-0.02,0.35,0.1,none,0.0025404444173443737,0.003004764508647541,-0.00529419072942631,11,12,0.2987661245014124,1.5345017030044417e-05,9.239003231984939e-09,0.003004764508647541,0.027230785972049306,0.008511212633219184
