asset,origin,Date,Actual,Predicted_CP_REPO_FRESH,Predicted_FULL_SMAPE_ACTION,Predicted_FULL_MEAN_ACTION,Predicted_FULL_MEDIAN_ACTION,Predicted_NO_Q_SMAPE_ACTION,selected_bandwidth,full_effective_neighbors,no_q_effective_neighbors,mean_quotient_distance_share
AAPL,9661,2024-02-02 15:15:00,0.0030541035955797724,0.0017315518889471,0.0012196496221839126,0.001648706287891676,0.0012196496221839124,0.0012196496221839126,2.0,23.35182541340197,23.720035500351155,0.010521044371645728
AAPL,9900,2024-02-07 15:40:00,0.0006593957536454647,0.0012639781715694,0.0006915017571337619,0.0011096795757074636,0.0005798302088314574,0.0006866137011501009,2.0,781.404677880911,821.8675006753964,0.04630148584596782
AAPL,10006,2024-02-09 11:30:00,0.0,0.000421834044123,0.00025928903093388545,0.0002292671846131402,0.00010372905978904138,0.00026381743986284044,2.0,197.82676369108538,219.29214103731218,0.1372096034485709
AAPL,10310,2024-02-15 10:50:00,0.0004383321532021645,0.0007144532566733,0.0005571252482041132,0.0008806602555711993,0.0004914675866841621,0.0005496921862246623,2.0,1297.1666159251106,1372.0629751825672,0.1664225510464527
AAPL,10341,2024-02-15 13:25:00,0.0005998963995246776,0.0008655709537182,0.0005491186783414196,0.0008360967784013977,0.0004884800227392543,0.0005480953823151331,2.0,1352.646335789259,1434.162266029302,0.24024561863133623
AAPL,10873,2024-02-27 12:15:00,0.00027635760850182496,0.0003937835622352,0.00037629351337719187,0.0004904139296014157,0.00031175309407648636,0.00037122478086534913,2.0,721.8566368050061,751.8232601622409,0.27702552827728716
AAPL,11108,2024-03-01 12:20:00,0.002617438077187196,0.0007060249126248,0.0004924895445516657,0.000729856590542742,0.0004166449724353123,0.0004910653488397136,2.0,1412.3152859098677,1501.6670948410865,0.27980584082956683
AAPL,11244,2024-03-05 10:40:00,0.00017395842437542536,0.0005534422058684,0.00046524852864336045,0.0007223967896530268,0.0003730647310568948,0.0004633681800458975,2.0,88.147520415736,95.52076308701547,0.03262271422870948
AAPL,11295,2024-03-05 14:55:00,0.00017629947449652496,0.0015426310193511,0.0008584369082717844,0.0012611414494435992,0.000779385434435963,0.0008584369082717844,2.0,441.08221336620494,445.7275686405506,0.031479614774450514
AAPL,11519,2024-03-08 14:05:00,0.0008466728909010914,0.0007227314659153,0.0005249895122679347,0.0008023547287532031,0.0004361574597548096,0.0005246589837035918,2.0,1372.3099802242734,1439.6572499201022,0.20526828192515265
