time_utc,ticker,suite,model,family,feature_count,status,n_obs,seconds,error
2026-06-08 23:34:01 UTC,GOOGL,capacity,PM_FC3,PM_FC,3,complete,36739,364.619173091,
2026-06-08 23:39:50 UTC,GOOGL,capacity,CP_FC3,CP_FC,3,complete,36739,349.540847083,
2026-06-08 23:45:56 UTC,GOOGL,capacity,EQWIN_FC3,EQWIN,3,complete,36739,365.019061255,
2026-06-08 23:52:01 UTC,GOOGL,capacity,PREFIX_FC3,PREFIX,3,complete,36739,365.4515270669999,
2026-06-08 23:59:22 UTC,GOOGL,capacity,PM_FC6,PM_FC,6,complete,36739,440.95953148700005,
2026-06-09 00:06:27 UTC,GOOGL,capacity,CP_FC6,CP_FC,6,complete,36739,424.62034074400003,
2026-06-09 00:14:10 UTC,GOOGL,capacity,EQWIN_FC6,EQWIN,6,complete,36739,462.82575314999985,
2026-06-09 00:23:21 UTC,GOOGL,capacity,PREFIX_FC6,PREFIX,6,complete,36739,551.7445042909999,
2026-06-09 00:34:31 UTC,GOOGL,capacity,PM_FC9,PM_FC,9,complete,36739,669.0523967440004,
2026-06-09 00:45:15 UTC,GOOGL,capacity,CP_FC9,CP_FC,9,complete,36739,644.25066702,
2026-06-09 00:56:48 UTC,GOOGL,capacity,EQWIN_FC9,EQWIN,9,complete,36739,693.4816752119996,
2026-06-09 01:08:36 UTC,GOOGL,capacity,PREFIX_FC9,PREFIX,9,complete,36739,707.6679387559998,
