asset,challenger_model,strategy,gate_type,selected_coverage,selected_threshold,validation_score,validation_fraction,uses_future_outcomes_for_threshold,uses_full_evaluation_scores_for_threshold
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_5pct_random_gate,shuffled_perturbation_magnitude,0.05,0.0001365605212791,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_10pct,perturbation_magnitude,0.1,9.282916583790004e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_10pct_random_gate,shuffled_perturbation_magnitude,0.1,9.282916583790004e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_20pct,perturbation_magnitude,0.2,5.735429812486005e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_20pct_random_gate,shuffled_perturbation_magnitude,0.2,5.735429812486005e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_30pct,perturbation_magnitude,0.3,3.94340659283e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,top_30pct_random_gate,shuffled_perturbation_magnitude,0.3,3.94340659283e-05,,0.0,False,True
EEM,CP_REPO_GATED_RIDGE_OPS_C,validation_selected,prefix_validation_perturbation_magnitude,0.05,0.0001564885804703,-0.1855279767193991,0.25,False,False
EEM,CP_REPO_GATED_RIDGE_OPS_C,condition_cluster_entry_loose,condition_label,0.2001143821999509,,,0.0,False,False
EEM,CP_REPO_GATED_RIDGE_OPS_C,condition_entry_with_recent_spike,condition_label,0.118494512377788,,,0.0,False,False
EEM,CP_REPO_RECENT_SLOPE,top_5pct,perturbation_magnitude,0.05,6.975754780759e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_5pct_random_gate,shuffled_perturbation_magnitude,0.05,6.975754780759e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_10pct,perturbation_magnitude,0.1,5.643261502732001e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_10pct_random_gate,shuffled_perturbation_magnitude,0.1,5.643261502732001e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_20pct,perturbation_magnitude,0.2,4.650265346174002e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_20pct_random_gate,shuffled_perturbation_magnitude,0.2,4.650265346174002e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_30pct,perturbation_magnitude,0.3,4.10692920951e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,top_30pct_random_gate,shuffled_perturbation_magnitude,0.3,4.10692920951e-05,,0.0,False,True
EEM,CP_REPO_RECENT_SLOPE,validation_selected,prefix_validation_perturbation_magnitude,0.05,8.504669937326999e-05,-0.0995048702318092,0.25,False,False
EEM,CP_REPO_RECENT_SLOPE,condition_cluster_entry_loose,condition_label,0.2001143821999509,,,0.0,False,False
EEM,CP_REPO_RECENT_SLOPE,condition_entry_with_recent_spike,condition_label,0.118494512377788,,,0.0,False,False
