challenger_model,strategy,gate_type,condition,condition_label_type,n_assets,n_obs_total,n_active_total,equal_weight_asset_coverage,equal_weight_asset_CP_mean_SMAPE,equal_weight_asset_overlay_mean_SMAPE,equal_weight_asset_mean_advantage_vs_CP,equal_weight_asset_median_advantage_vs_CP,equal_weight_asset_win_rate_vs_CP,equal_weight_asset_mean_abs_error_advantage_vs_CP,equal_weight_asset_mean_sq_error_advantage_vs_CP,equal_weight_asset_false_positive_loss_mean,equal_weight_asset_false_negative_cost_mean,assets_positive
CP_REPO_GATED_RIDGE_OPS_C,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_ramp_high_dispersion,ex_post_descriptive,10,24273,1130,0.0464671402907285,120.08880512780316,120.05827170389104,0.0305334239120973,0.0,0.0197642350127277,1.4849811427422858e-06,3.745132614478943e-09,8.171599943161123,7.887218748731835,6
RANDOM_GATE_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_ramp_high_dispersion,ex_post_descriptive,10,24273,1124,0.0462616365302375,120.08880512780316,120.061074113354,0.0277310144491687,0.0,0.0203275922484371,7.346851061468729e-07,2.320958243384527e-09,4.445258188090422,5.09050157224002,8
CP_REPO_RECENT_SLOPE,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_ramp_high_dispersion,ex_post_descriptive,10,24273,1131,0.0466174274462012,120.08880512780316,120.06110321146544,0.027701916337706,0.0,0.0190477981429042,4.88125305087608e-07,1.812756315678497e-09,7.675062440082343,8.128175552373765,5
SHUFFLED_LAG_PM_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_ramp_high_dispersion,ex_post_descriptive,10,24273,1147,0.0473325852330093,120.08880512780316,120.06198343987168,0.0268216879314695,0.0,0.0207215601974907,6.830422632259797e-07,2.1904085105711453e-09,4.873509317765165,5.086481494724211,9
CP_REPO_OPS_HG,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37511,0.2992262711196977,105.29490877113508,105.19944716115728,0.0954616099778339,0.0,0.1256921271112797,4.688808136318155e-06,8.927639622031499e-09,9.128739414475474,9.16830131764866,8
RAW_CP_REPO_PLUS_PM,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37560,0.2990758541808565,105.29490877113508,105.21666261776662,0.0782461533684685,0.0,0.1270033870870232,3.139373136728401e-06,5.865841666125501e-09,5.473179565173213,5.586962280083332,9
RAW_CP_REPO_PLUS_PM,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,25018,0.1992467573853988,105.29490877113508,105.23750847409036,0.0574002970447425,0.0,0.0848858947980833,2.159560295471102e-06,4.464391500694193e-09,5.443251057510944,5.590939054655914,9
CP_REPO_OPS_HG,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,24928,0.1987171716067243,105.29490877113508,105.24756968123332,0.0473390899017905,0.0,0.0829822666747163,2.913892096145066e-06,4.400605785291778e-09,9.10747400548063,9.213087510829345,9
CP_REPO_HAAR_SHAPE,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37543,0.2994048653033264,105.29490877113508,105.25278957954797,0.0421191915871522,0.0,0.1243193262974801,2.277928043445366e-06,9.637860391807248e-09,5.874762673571794,5.923631050774175,7
CP_REPO_HAAR_SHAPE,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,24966,0.1990940915522121,105.29490877113508,105.26082325733644,0.0340855137986564,0.0,0.0831726408619711,1.4962318702004304e-06,7.342075367275355e-09,5.855066311603175,5.929216277486744,8
CP_REPO_RECENT_SLOPE,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37540,0.2993859088757347,105.29490877113508,105.26539785113955,0.029510919995554,0.0,0.1301779181515013,1.941486776116345e-06,3.978778991509664e-09,5.343927661006491,5.076516198407556,8
RAW_CP_REPO_PLUS_PM,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12509,0.0997025148180308,105.29490877113508,105.26891487303952,0.0259938980955568,0.0,0.0418310899378612,1.006147581837248e-06,2.413937042099607e-09,5.340309168521416,5.585919600494849,9
CP_REPO_OPS_HG,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12518,0.0998111007083783,105.29490877113508,105.2707060719426,0.0242026991924913,0.0,0.0421811848531261,1.4425520609822869e-06,2.2466428535866263e-09,9.205982178454068,9.205941931911331,7
CP_REPO_RECENT_SLOPE,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,24968,0.1992560936161777,105.29490877113508,105.27487687586132,0.0200318952737862,0.0,0.086831387025703,1.2896523074873542e-06,2.927183050504473e-09,5.360127536311652,5.082021208726113,8
CP_REPO_OPS_HG,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6244,0.0497934874106126,105.29490877113508,105.27917669768289,0.015732073452229,0.0,0.0210341175069824,7.188585244957192e-07,1.3398596936568923e-09,9.094196591042332,9.192690240530892,7
CP_REPO_GATED_RIDGE_OPS_C,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,25147,0.2004038024142547,105.29490877113508,105.28038611391948,0.0145226572156143,0.0,0.0838069483620429,1.03886313934312e-06,3.558480730933365e-09,6.653679709801496,6.4912338768757305,8
RANDOM_GATE_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12586,0.1003908919108491,105.29490877113508,105.28273015744765,0.0121786136874672,0.0,0.0422222908949007,4.0794903485458243e-07,1.6422982032024304e-09,3.91503435006105,3.997464946704105,7
CP_REPO_HAAR_SHAPE,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12522,0.0998595269888951,105.29490877113508,105.28324249641152,0.0116662747235585,0.0,0.0414914641628307,5.459195590385904e-07,3.4842147236262174e-09,5.816460133514203,5.9434330669634345,6
CP_REPO_RECENT_SLOPE,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12468,0.099322628863379,105.29490877113508,105.28541122788629,0.009497543248813,0.0,0.0429061270820644,6.175227367179501e-07,1.4821332531791516e-09,5.275904680485711,5.079929965397817,8
SHUFFLED_LAG_PM_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12689,0.1012186835752979,105.29490877113508,105.28684173061632,0.0080670405187701,0.0,0.0431910351166475,5.365888959400381e-07,1.5316029790947511e-09,3.99917428823164,3.72577035038448,7
CP_REPO_GATED_RIDGE_OPS_C,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37683,0.3003356767780566,105.29490877113508,105.28701585485264,0.0078929162824638,0.0,0.1254063327480142,1.4070793107236276e-06,4.6076285825509655e-09,6.709557259013312,6.5045021447325695,5
CP_REPO_GATED_RIDGE_OPS_C,top_10pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,12495,0.0996297760532523,105.29490877113508,105.28724293045028,0.0076658406848265,0.0,0.0416704068802683,5.533446296010865e-07,2.1926381205753292e-09,6.711190772087811,6.475109985829323,7
CP_REPO_HAAR_SHAPE,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6273,0.0499830957658662,105.29490877113508,105.287400947845,0.0075078232901263,0.0,0.0210183315206982,3.1542510169671173e-07,2.317254190778476e-09,5.807274158948675,5.940188724547715,6
RANDOM_GATE_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,25107,0.2000583898839322,105.29490877113508,105.28769721212092,0.0072115590141787,0.0,0.0829552130831719,7.683067765628369e-07,3.958281188579187e-09,4.101806176056899,3.98624767930733,4
SHUFFLED_LAG_PM_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6394,0.0509549756195952,105.29490877113508,105.28822327648416,0.0066854946509226,0.0,0.0218383559394779,2.866005396185204e-07,1.1440591712633462e-09,3.803929574056691,3.733393336117794,7
RANDOM_GATE_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6249,0.0497986220477056,105.29490877113508,105.28846555681903,0.0064432143160414,0.0,0.0208324450327915,1.5744085078592764e-07,9.71860175742646e-10,3.861714521375888,3.992747471864855,7
CP_REPO_RECENT_SLOPE,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6313,0.0502735493574872,105.29490877113508,105.28894565668972,0.0059631144453723,0.0,0.0218612462147195,3.2403313067933905e-07,9.52229337510023e-10,5.323198274785486,5.071029463543894,8
CP_REPO_GATED_RIDGE_OPS_C,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6262,0.0499122098272022,105.29490877113508,105.28908998157884,0.0058187895562565,0.0,0.0209938398864137,3.459281500427605e-07,1.9083369952081315e-09,6.70260906839714,6.484520696838364,7
RAW_CP_REPO_PLUS_PM,top_5pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,6262,0.0498390227996115,105.29490877113508,105.28916055459544,0.0057482165396492,0.0,0.020853645446591,4.257407261450526e-07,8.529707927463101e-10,5.509790204978112,5.591013722769597,6
RANDOM_GATE_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37468,0.298597992941123,105.29490877113508,105.29168929071454,0.0032194804205547,0.0,0.1237617894357826,1.0294987538332082e-06,5.011263651765936e-09,4.136892813837351,3.994272110108828,5
SHUFFLED_LAG_PM_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,25190,0.2008042868180166,105.29490877113508,105.29368185169062,0.0012269194444766,0.0,0.0855722833485878,1.0755465601428168e-06,3.553517234843269e-09,4.074275195510596,3.736602526852379,5
SHUFFLED_LAG_PM_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,recent_spike_position,ex_post_descriptive,10,125370,37688,0.3004038595850066,105.29490877113508,105.29691619256366,-0.0020074214285601,0.0,0.1280317432842267,1.6020468553078172e-06,4.904399643839208e-09,4.120366343760528,3.730416072600158,5
CP_REPO_HAAR_SHAPE,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2236,0.3045362478218941,112.23405285559916,112.12407164297204,0.1099812126271243,0.0,0.1231004476781166,2.118651951814486e-06,1.1489927497590252e-09,6.145817479637734,6.501230853248417,7
RANDOM_GATE_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2200,0.2975877583718946,112.23405285559916,112.1433837082688,0.090669147330369,0.0,0.1215064763832842,1.589186107817434e-06,2.5367228571577856e-11,4.286391540212375,4.327291498720438,7
SHUFFLED_LAG_PM_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2236,0.3004321426272472,112.23405285559916,112.17932220488775,0.0547306507114275,0.0,0.1216266035293257,1.183518567941219e-06,-8.826545854879562e-10,3.937366832972796,4.316467739852149,7
CP_REPO_HAAR_SHAPE,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1490,0.2015137336129424,112.23405285559916,112.17955720815526,0.0544956474439171,0.0,0.0818587448889186,1.2865289740250897e-06,8.029101872080605e-10,6.286230524419382,6.524782696177567,8
RANDOM_GATE_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1502,0.2034429950594276,112.23405285559916,112.17995750915952,0.0540953464396427,0.0,0.0824165727413589,6.587995199775084e-07,-9.832413098291604e-10,4.284285731718322,4.326555103376032,7
CP_REPO_HAAR_SHAPE,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,356,0.0470995854905736,112.23405285559916,112.18328154554068,0.0507713100584938,0.0,0.0185847101137597,3.815422716627113e-07,6.721083175259595e-11,4.790873326323828,6.440615255955189,7
CP_REPO_HAAR_SHAPE,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,768,0.1043420582869983,112.23405285559916,112.18478382540658,0.0492690301925706,0.0,0.0436092677685008,6.699846598592321e-07,3.6163277126308076e-10,6.4178862994844845,6.481767149500167,7
SHUFFLED_LAG_PM_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,378,0.0514634486286382,112.23405285559916,112.19243275908411,0.0416200965150753,0.0,0.0233635765152528,1.5611509052625908e-07,-2.7481121060566265e-10,3.184365247024875,4.185050013466665,7
RANDOM_GATE_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,738,0.1008044403292064,112.23405285559916,112.19979190064494,0.0342609549542515,0.0,0.0434383563059932,2.92628771577619e-07,8.33751745252346e-12,4.622808514207676,4.32760690685922,8
SHUFFLED_LAG_PM_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,761,0.1020759574975835,112.23405285559916,112.20468714154512,0.0293657140540408,0.0,0.0417343552674774,1.905270086334228e-07,-2.4542287124416795e-09,3.538504887449077,4.229919994291117,7
SHUFFLED_LAG_PM_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1486,0.1998979881080889,112.23405285559916,112.20541156236058,0.028641293238606,0.0,0.0796255999053135,5.819378919254894e-07,-2.216753337414892e-09,3.991851196595012,4.230505569190222,7
RANDOM_GATE_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,365,0.0498305567758072,112.23405285559916,112.20827640209674,0.0257764535024116,0.0,0.0227783339004729,2.982153910715342e-07,1.4868066429247444e-10,3.746528789942373,4.333584842747011,7
CP_REPO_OPS_HG,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,380,0.0515137748095391,112.23405285559916,112.22000714434026,0.0140457112588973,0.0,0.0219631621595225,4.763078742981288e-07,-2.4716057019967072e-11,9.385916672909604,8.388919722015645,5
CP_REPO_OPS_HG,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,758,0.1008195101504983,112.23405285559916,112.22297233687353,0.0110805187256509,0.0,0.0431322239317412,8.455416271398766e-07,-4.848826569248781e-10,9.91638635580857,8.36094828753144,6
CP_REPO_GATED_RIDGE_OPS_C,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1469,0.1974564488395812,112.23405285559916,112.22870852538328,0.0053443302158733,0.0,0.0811638297049857,1.0928029538160031e-06,2.8487611692096252e-09,6.705634536219279,5.680293021759594,6
CP_REPO_OPS_HG,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1550,0.2081642203390721,112.23405285559916,112.2293984469484,0.004654408650777,0.0,0.0859264918577357,1.5016482397210712e-06,-2.380056658688978e-09,9.342006320090144,8.381802986851145,6
CP_REPO_GATED_RIDGE_OPS_C,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,742,0.0998709201648748,112.23405285559916,112.23188609771248,0.002166757886706,0.0,0.0409301604745497,4.459081348147815e-07,7.788620904939311e-10,6.702933125750334,5.70269829809163,5
CP_REPO_GATED_RIDGE_OPS_C,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,391,0.0520993299630096,112.23405285559916,112.2372369393768,-0.0031840837776521,0.0,0.0212176111389926,2.0731889148467438e-07,4.022871296537782e-10,6.993697609750221,5.74205245428602,6
CP_REPO_RECENT_SLOPE,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,342,0.0454467752456092,112.23405285559916,112.23785607799182,-0.0038032223926365,0.0,0.0162390596636568,-1.9540377178557505e-07,-1.6864811266432615e-10,4.663448181822686,5.901907788044004,6
CP_REPO_GATED_RIDGE_OPS_C,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2193,0.2954180091992072,112.23405285559916,112.23975588403952,-0.0057030284403723,0.0,0.1242383970933624,1.253871537210645e-06,3.640877841708091e-09,6.842901105054237,5.705156455747823,6
CP_REPO_RECENT_SLOPE,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,696,0.0940908566985718,112.23405285559916,112.25638746315704,-0.0223346075578554,0.0,0.0332025637763114,-4.85206563538901e-07,-6.371004573775579e-10,4.81886843004896,5.955968757047924,6
RAW_CP_REPO_PLUS_PM,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2223,0.2990278273604644,112.23405285559916,112.267310578489,-0.0332577228898142,0.0,0.1151286088650746,-6.626134867986382e-07,-3.181772847165684e-09,5.27358561557286,5.368303064431182,5
RAW_CP_REPO_PLUS_PM,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1507,0.2038176519933603,112.23405285559916,112.26949259561192,-0.0354397400127351,0.0,0.0773523955822264,-4.897099853768501e-07,-3.5738120072657675e-09,5.353251008973215,5.309057816257608,4
CP_REPO_OPS_HG,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2277,0.3053214825606058,112.23405285559916,112.27417420110962,-0.0401213455104572,0.0,0.1226775814870344,2.5420352878472385e-06,-2.427251668696549e-09,9.034204037312128,8.372286617518236,6
CP_REPO_RECENT_SLOPE,top_20pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,1435,0.1934549386925384,112.23405285559916,112.27534794081716,-0.0412950852179865,0.0,0.0673748972167762,-1.3671729934107445e-06,-2.065770404172451e-09,5.543459617792832,5.945704427106441,5
RAW_CP_REPO_PLUS_PM,top_5pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,395,0.0528982719148068,112.23405285559916,112.27749213337547,-0.0434392777763082,0.0,0.0190491086446554,-5.321026215153311e-07,-2.7861171420995436e-09,5.599178608427117,5.33766101437839,4
RAW_CP_REPO_PLUS_PM,top_10pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,762,0.1025913716593791,112.23405285559916,112.2811514535737,-0.0470985979745272,0.0,0.0377516843901087,-3.940751666846461e-07,-3.098692042982346e-09,5.30873445783431,5.331425957393127,4
CP_REPO_RECENT_SLOPE,top_30pct_random_gate,shuffled_perturbation_magnitude,same_average_different_path,ex_post_descriptive,10,7396,2162,0.2921960069609411,112.23405285559916,112.3705760479847,-0.1365231923855278,0.0,0.0987161292621504,-2.5309708444094783e-06,-4.141007477969097e-09,5.80234716374884,5.932001201246251,4
SHUFFLED_LAG_PM_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3467,0.050201610833088,80.15495874897937,80.16761217660154,-0.0126534276221738,0.0,0.0232113754942179,4.627422676302645e-08,9.030395296202767e-10,4.456366147422186,4.161152619003976,3
RANDOM_GATE_PLACEBO_REPO,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3590,0.051998838316341,80.15495874897937,80.16925337233083,-0.0142946233514647,0.0,0.0229655188931925,-1.3643227811484718e-07,2.4807619469350776e-10,4.1753737546705,4.115316426898045,2
CP_REPO_GATED_RIDGE_OPS_C,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3484,0.0506372975637531,80.15495874897937,80.17243104571837,-0.0174722967390024,0.0,0.0225999742714696,-1.856359170720486e-07,1.3052558155617443e-09,5.059633846147748,4.926389690924776,3
RANDOM_GATE_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,7012,0.1016712694925358,80.15495874897937,80.17360931005535,-0.0186505610759967,0.0,0.0444211649351968,-2.0761618043932601e-07,8.499595456897627e-10,4.030251089261541,4.105495084600944,1
CP_REPO_OPS_HG,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3428,0.0498110418438573,80.15495874897937,80.17726642656098,-0.0223076775816235,0.0,0.0217871587993296,-2.6196852046088284e-07,1.774934423767786e-09,7.045537635773362,7.187395300040267,1
SHUFFLED_LAG_PM_PLACEBO_REPO,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,6937,0.1003175043976938,80.15495874897937,80.17836157023703,-0.023402821257663,0.0,0.0455712301474389,-3.4931835726225735e-08,1.1499024736745451e-09,4.386115804354324,4.153181691904574,3
CP_REPO_RECENT_SLOPE,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3451,0.0500152087788503,80.15495874897937,80.17992981307785,-0.0249710640984724,0.0,0.0233172384193942,-3.7966010569244224e-08,6.41306412989916e-11,5.444911299580211,4.592637097719626,5
CP_REPO_GATED_RIDGE_OPS_C,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,6963,0.1009335321375349,80.15495874897937,80.18321811595501,-0.0282593669756473,0.0,0.0461814487639201,-2.951346928676575e-07,2.3822034338675314e-09,5.162910283702036,4.928307307991328,1
CP_REPO_RECENT_SLOPE,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,6937,0.1005882581524997,80.15495874897937,80.18442138353828,-0.0294626345589192,0.0,0.0473432604290257,-6.173125607924721e-09,4.933006503825271e-10,5.196859176637479,4.58253242570692,4
CP_REPO_HAAR_SHAPE,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3576,0.0518109538683669,80.15495874897937,80.18478743115594,-0.0298286821765781,0.0,0.0223228797067803,-3.0830959331436965e-07,2.2078903738717203e-09,6.104083934110177,6.062414824800462,1
CP_REPO_HAAR_SHAPE,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,7047,0.1020545679131664,80.15495874897937,80.19549051078924,-0.0405317618098636,0.0,0.0447790388745199,-6.152306009397853e-07,3.907388810739177e-09,6.069718031986524,6.051259678166589,2
SHUFFLED_LAG_PM_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13780,0.1996046483007436,80.15495874897937,80.19839284989733,-0.0434341009179714,0.0,0.0897521392334364,-1.640544941793423e-07,2.004314822222664e-09,4.321561454755918,4.145596444654824,3
RAW_CP_REPO_PLUS_PM,top_5pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,3427,0.0496356586913537,80.15495874897937,80.2048937465793,-0.0499349975999271,0.0,0.0207166555316931,-5.098880412023027e-07,-2.6572606581278826e-10,6.369024370038944,5.775892013865834,0
CP_REPO_OPS_HG,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,6897,0.100227296954286,80.15495874897937,80.20779314804187,-0.0528343990625185,0.0,0.0443090328361121,-6.320731439902387e-07,3.2391222009544276e-09,7.418951895731736,7.186975134793174,1
RANDOM_GATE_PLACEBO_REPO,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13886,0.2010123158643476,80.15495874897937,80.20852649312341,-0.0535677441440637,0.0,0.0868380320027919,-7.119278761870911e-07,1.528704770029208e-09,4.095369470010869,4.098526161417949,1
CP_REPO_GATED_RIDGE_OPS_C,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13862,0.2004574624255179,80.15495874897937,80.21198478613006,-0.0570260371506928,0.0,0.0916354558729865,-5.734375133087568e-07,4.240026383949597e-09,5.101185598919285,4.957583149952556,0
RAW_CP_REPO_PLUS_PM,top_10pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,6826,0.0989132623789622,80.15495874897937,80.21356526501017,-0.058606516030816,0.0,0.04229061870554,-8.283192874241523e-07,7.117737811654865e-10,6.022767882681516,5.76302462256832,0
CP_REPO_GATED_RIDGE_OPS_C,top_30pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,20752,0.3005348693120793,80.15495874897937,80.22150889155776,-0.0665501425783795,0.0,0.1365710254304153,-8.273687688031595e-07,5.2095310756424e-09,5.047348747562844,4.92737051194873,2
CP_REPO_OPS_HG,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13842,0.2006530700348086,80.15495874897937,80.22663884758796,-0.0716800986086075,0.0,0.0882448272280224,-1.087580774150135e-06,4.973527464773303e-09,7.21099804797956,7.14109608707304,2
CP_REPO_HAAR_SHAPE,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13783,0.1993769746019,80.15495874897937,80.23097616147257,-0.0760174124932073,0.0,0.087206251676987,-1.1492515307672826e-06,6.080439703998321e-09,6.096445980629678,6.033906849949579,1
CP_REPO_RECENT_SLOPE,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13842,0.200955931419981,80.15495874897937,80.2313438230259,-0.0763850740465413,0.0,0.0937432776439686,-6.112797715764821e-08,1.0395574511138571e-09,5.304886667696221,4.5612747506202975,3
SHUFFLED_LAG_PM_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,20669,0.299207331819856,80.15495874897937,80.23723305148596,-0.0822743025065897,0.0,0.1341030169223379,-3.350163112133202e-07,2.1073782766932376e-09,4.402907153314246,4.135921420691361,2
RANDOM_GATE_PLACEBO_REPO,top_30pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,20753,0.3004887670187161,80.15495874897937,80.24007719724003,-0.0851184482606688,0.0,0.1298582185794313,-1.0683661375508498e-06,2.1073712479069166e-09,4.108992447128109,4.10369042011374,0
RAW_CP_REPO_PLUS_PM,top_20pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,13804,0.2002150228069023,80.15495874897937,80.2629497523156,-0.1079910033362353,0.0,0.0858315509175649,-1.6502092349028758e-06,1.894564590121311e-09,5.985428349839986,5.740837569551001,0
CP_REPO_OPS_HG,top_30pct_random_gate,shuffled_perturbation_magnitude,stable_low_dispersion,ex_post_descriptive,10,68970,20592,0.2985462031519877,80.15495874897937,80.26482860596522,-0.1098698569858634,0.0,0.131211890326992,-1.5841816663909563e-06,7.188977830533852e-09,7.2226072879205585,7.116363270877796,2
