model,smape_pct_mean,smape_pct_se,mae_mean,mae_se,rmse_mean,rmse_se,diracc_pct_mean,diracc_pct_se,feature_count
CP,85.72669538906757,3.351124739174144,0.00066230755108359,0.00010136893174350216,0.001652230993198071,0.0002414520797605788,35.03496168393848,0.9844163421581482,6
CP_CJ,85.72669538906759,3.351124739174144,0.0006623075510835901,0.00010136893174350215,0.001652230993198071,0.0002414520797605788,35.03496168393848,0.9844163421581482,6
CRS,85.78314809537336,3.2988473866780166,0.000661010638749181,0.00010114645184280511,0.0016584160282504695,0.0002424368508479295,33.86141720767252,1.1001315871556632,6
HAR,86.17390673527112,3.2298226787163737,0.0006603715674372226,0.00010034602600216539,0.0016670611782875603,0.00024402220344174694,31.76759454550724,0.9972893743658697,3
PM,85.91339067279169,3.2710242318064315,0.0006631692757282472,0.00010171502294321528,0.001659882466132617,0.0002428499472323912,33.800883587933136,0.7559680622963194,6
PM_VW,87.29062911989051,3.1951266065740405,0.0006874544852340822,0.00010793742722956158,0.0016524986565456703,0.00024108180671121522,41.943419642932014,1.3888766363094336,6
RAND,86.58092686272406,3.3372773323302654,0.0006659009110982438,0.00010049205681425919,0.0016664973643942022,0.00024376193549601377,31.71461312691971,0.9967872689358349,6
