delta_smape_pct_mean,delta_smape_pct_se,delta_mae_mean,delta_mae_se,delta_rmse_mean,delta_rmse_se,delta_diracc_pct_mean,delta_diracc_pct_se,winner_frac_smape,fisher_p_dm_smape,fisher_p_dm_mae,fisher_p_dm_rmse,fisher_p_diracc,sig_mark_smape,sig_mark_mae,sig_mark_rmse,sig_mark_diracc,n_assets
-0.1760880540729912,,-4.559922927522863e-08,,-1.2434580153385886e-07,,6.351094196003807,,0.0,0.10284539915039215,0.015576372690432327,0.05214306277798597,,,†,,,1
