time_utc,ticker,suite,model,family,feature_count,status,n_obs,seconds,error
2026-06-08 23:17:57 UTC,FXI,core,HAR,HAR,0,complete,36817,249.23419465,
2026-06-08 23:27:46 UTC,FXI,core,PM,PM,10,complete,36817,589.529492852,
2026-06-08 23:37:03 UTC,FXI,core,CP,CP,10,complete,36817,556.626635209,
