model_name,benchmark_model,asset,condition,condition_label_type,loss_variant,loss_metric,n_obs,CP_loss,model_loss,advantage_CP_minus_model
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,high_vol_only,LOG_RV_MSE,2213,1.142173033975898,1.142173033975898,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,near_zero_excluded,SMAPE,11065,88.42572535782642,88.42572535782642,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,near_zero_excluded,MAE,11065,0.0009032847440538886,0.0009032847440538886,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,near_zero_excluded,MSE,11065,3.476934437869241e-06,3.476934437869241e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,near_zero_excluded,RMSE,11065,0.001864653972690172,0.001864653972690172,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_spike_position,ex_post_descriptive,near_zero_excluded,LOG_RV_MSE,11065,33.15874418849159,33.15874418849159,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,standard,SMAPE,11539,87.96938718873831,87.96938718873831,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,standard,MAE,11539,0.0007536114651204266,0.0007536114651204266,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,standard,MSE,11539,3.437668867372459e-06,3.437668867372459e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,standard,RMSE,11539,0.0018540951613583536,0.0018540951613583536,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,standard,LOG_RV_MSE,11539,41.359972923670945,41.359972923670945,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,high_vol_only,SMAPE,2308,71.14847581312075,71.14847581312075,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,high_vol_only,MAE,2308,0.0018499283451195814,0.0018499283451195814,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,high_vol_only,MSE,2308,1.5747999581041772e-05,1.5747999581041772e-05,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,high_vol_only,RMSE,2308,0.003968374929494663,0.003968374929494663,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,high_vol_only,LOG_RV_MSE,2308,1.2185130688462904,1.2185130688462904,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,near_zero_excluded,SMAPE,11539,87.96938718873831,87.96938718873831,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,near_zero_excluded,MAE,11539,0.0007536114651204266,0.0007536114651204266,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,near_zero_excluded,MSE,11539,3.437668867372459e-06,3.437668867372459e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,near_zero_excluded,RMSE,11539,0.0018540951613583536,0.0018540951613583536,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,older_spike_position,ex_post_descriptive,near_zero_excluded,LOG_RV_MSE,11539,41.359972923670945,41.359972923670945,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,standard,SMAPE,650,96.62765873063823,96.62765873063823,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,standard,MAE,650,0.000723027649028347,0.000723027649028347,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,standard,MSE,650,1.4938613706389803e-06,1.4938613706389803e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,standard,RMSE,650,0.0012222362172014788,0.0012222362172014788,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,standard,LOG_RV_MSE,650,48.46817918892131,48.46817918892131,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,high_vol_only,SMAPE,130,83.73445365458541,83.73445365458541,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,high_vol_only,MAE,130,0.00174540456421319,0.00174540456421319,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,high_vol_only,MSE,130,6.3092920672894625e-06,6.3092920672894625e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,high_vol_only,RMSE,130,0.0025118304216824555,0.0025118304216824555,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,high_vol_only,LOG_RV_MSE,130,1.139833537348115,1.139833537348115,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,near_zero_excluded,SMAPE,650,96.62765873063823,96.62765873063823,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,near_zero_excluded,MAE,650,0.000723027649028347,0.000723027649028347,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,near_zero_excluded,MSE,650,1.4938613706389803e-06,1.4938613706389803e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,near_zero_excluded,RMSE,650,0.0012222362172014788,0.0012222362172014788,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,same_average_different_path,ex_post_descriptive,near_zero_excluded,LOG_RV_MSE,650,48.46817918892131,48.46817918892131,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,standard,SMAPE,2582,97.06402641542536,97.06402641542536,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,standard,MAE,2582,0.001113872276788985,0.001113872276788985,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,standard,MSE,2582,3.115563620853771e-06,3.115563620853771e-06,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,standard,RMSE,2582,0.0017650959239808388,0.0017650959239808388,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,standard,LOG_RV_MSE,2582,41.30776010054572,41.30776010054572,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,high_vol_only,SMAPE,517,79.0351701840096,79.0351701840096,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,high_vol_only,MAE,517,0.0022819000994522445,0.0022819000994522445,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,high_vol_only,MSE,517,1.029247480106506e-05,1.029247480106506e-05,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,high_vol_only,RMSE,517,0.0032081887103262894,0.0032081887103262894,0.0
CP_REPO_FRESH,CP_REPO_FRESH,AAPL,recent_ramp_high_dispersion,ex_post_descriptive,high_vol_only,LOG_RV_MSE,517,1.0339900546078393,1.0339900546078393,0.0
