asset,model_name_pm,benchmark_model_pm,loss_metric,n_obs_pm,CP_loss_pm,model_loss_pm,advantage_CP_minus_model_pm,relative_advantage_pm,model_name_control,benchmark_model_control,n_obs_control,CP_loss_control,model_loss_control,advantage_CP_minus_model_control,relative_advantage_control,advantage_PM_minus_control,PM_beats_control
GLD,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.0004814453130915529,0.00047158223915353797,9.863073938014928e-06,0.020486384787256905,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,0.0004814453130915529,0.0004782604769094628,3.1848361820900834e-06,0.006615156686517471,6.6782377559248445e-06,True
GLD,PM_CAST_D,CP_REPO_FRESH,MSE,36739,9.82472931562846e-07,9.835978296124241e-07,-1.1248980495780882e-09,-0.0011449659460731226,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,9.82472931562846e-07,9.83508761084267e-07,-1.0358295214209078e-09,-0.0010543084579166836,-8.906852815718041e-11,False
GLD,PM_CAST_D,CP_REPO_FRESH,MSE,36739,9.82472931562846e-07,9.835978296124241e-07,-1.1248980495780882e-09,-0.0011449659460731226,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,9.82472931562846e-07,9.840066549150035e-07,-1.5337233521574882e-09,-0.0015610845885776754,4.0882530257940007e-10,True
GLD,PM_CAST_D,CP_REPO_FRESH,MSE,36739,9.82472931562846e-07,9.835978296124241e-07,-1.1248980495780882e-09,-0.0011449659460731226,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,9.82472931562846e-07,9.82685629609571e-07,-2.1269804672500387e-10,-0.00021649252604512918,-9.122000028530843e-10,False
GLD,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.000991197725765574,0.000991765007253444,-5.67281487870051e-07,-0.0005723191984040301,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,0.000991197725765574,0.000991720102188247,-5.223764226729589e-07,-0.0005270153563654412,-4.4905065197092114e-08,False
GLD,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.000991197725765574,0.000991765007253444,-5.67281487870051e-07,-0.0005723191984040301,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,0.000991197725765574,0.0009919710958062253,-7.733700406512521e-07,-0.000780237908691651,2.0608855278120113e-07,True
GLD,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.000991197725765574,0.000991765007253444,-5.67281487870051e-07,-0.0005723191984040301,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,0.000991197725765574,0.0009913050134088756,-1.0728764330159707e-07,-0.00010824040502991573,-4.599938445684539e-07,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,93.00918531947762,92.40612926940766,0.6030560500699664,0.0064838332687091795,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,93.00918531947762,92.85228531955838,0.15689999991924708,0.0016869301605030797,0.44615605015071935,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,93.00918531947762,92.40612926940766,0.6030560500699664,0.0064838332687091795,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,93.00918531947762,92.85623190240791,0.15295341706971044,0.0016444979766711226,0.450102633000256,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,SMAPE,36739,93.00918531947762,92.40612926940766,0.6030560500699664,0.0064838332687091795,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,93.00918531947762,92.78623745238058,0.22294786709704795,0.0023970521441645082,0.3801081829729185,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.0008990227005710314,0.0008787894338335783,2.0233266737453123e-05,0.022505846320233714,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,0.0008990227005710314,0.000894440817047696,4.5818835233353604e-06,0.0050965159393918415,1.5651383214117763e-05,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.0008990227005710314,0.0008787894338335783,2.0233266737453123e-05,0.022505846320233714,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,0.0008990227005710314,0.0008944670529791484,4.55564759188295e-06,0.005067333215267361,1.5677619145570173e-05,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,MAE,36739,0.0008990227005710314,0.0008787894338335783,2.0233266737453123e-05,0.022505846320233714,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,0.0008990227005710314,0.0008923156257869141,6.707074784117269e-06,0.007460406483459364,1.3526191953335855e-05,True
GOOGL,PM_CAST_D,CP_REPO_FRESH,MSE,36739,3.978787073535926e-06,3.986067679265381e-06,-7.280605729455213e-09,-0.0018298555803301579,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,3.978787073535926e-06,3.983540639206416e-06,-4.75356567048963e-09,-0.0011947273333893593,-2.5270400589655828e-09,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,MSE,36739,3.978787073535926e-06,3.986067679265381e-06,-7.280605729455213e-09,-0.0018298555803301579,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,3.978787073535926e-06,3.983947277275974e-06,-5.160203740047733e-09,-0.001296928849088144,-2.12040198940748e-09,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,MSE,36739,3.978787073535926e-06,3.986067679265381e-06,-7.280605729455213e-09,-0.0018298555803301579,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,3.978787073535926e-06,3.980435003262537e-06,-1.6479297266109314e-09,-0.0004141789183874133,-5.632676002844281e-09,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.001994689718611876,0.0019965138815609025,-1.8241629490263304e-06,-0.0009145096262368981,SPECTRAL_RANDOM_CAST_D,CP_REPO_FRESH,36739,0.001994689718611876,0.001995880918092664,-1.1911994807880036e-06,-0.0005971853515227275,-6.329634682383269e-07,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.001994689718611876,0.0019965138815609025,-1.8241629490263304e-06,-0.0009145096262368981,CONTIGUOUS_CAST_D,CP_REPO_FRESH,36739,0.001994689718611876,0.001995982784814532,-1.2930662026556378e-06,-0.0006482543077203481,-5.310967463706927e-07,False
GOOGL,PM_CAST_D,CP_REPO_FRESH,RMSE,36739,0.001994689718611876,0.0019965138815609025,-1.8241629490263304e-06,-0.0009145096262368981,CAST_D_CALIBRATION_ONLY,CP_REPO_FRESH,36739,0.001994689718611876,0.0019951027550636426,-4.130364517664076e-07,-0.00020706802061116734,-1.4111264972599229e-06,False
